CMDLINE python run_profiling.py
MEM 0.003906 1712963801.7478
MEM 31.460938 1712963801.8480
MEM 68.929688 1712963801.9483
MEM 82.582031 1712963802.0485
MEM 103.960938 1712963802.1486
MEM 227.121094 1712963802.2489
MEM 271.132812 1712963802.3492
MEM 292.281250 1712963802.4494
MEM 314.023438 1712963802.5497
MEM 367.015625 1712963802.6500
MEM 378.464844 1712963802.7503
MEM 387.515625 1712963802.8506
MEM 402.085938 1712963802.9508
MEM 408.308594 1712963803.0511
MEM 418.441406 1712963803.1514
MEM 421.320312 1712963803.2516
MEM 427.324219 1712963803.3519
MEM 434.093750 1712963803.4522
MEM 436.132812 1712963803.5525
MEM 442.492188 1712963803.6527
MEM 739.683594 1712963803.7531
MEM 1203.933594 1712963803.8536
MEM 1464.562500 1712963803.9539
MEM 1977.714844 1712963804.0544
MEM 3136.753906 1712963804.1547
MEM 4403.363281 1712963804.2551
MEM 5718.707031 1712963804.3554
MEM 7076.992188 1712963804.4558
MEM 8436.328125 1712963804.5561
MEM 9705.277344 1712963804.6565
MEM 11078.371094 1712963804.7568
MEM 12448.425781 1712963804.8572
MEM 13827.398438 1712963804.9576
MEM 15224.328125 1712963805.0579
MEM 16602.707031 1712963805.1583
MEM 17998.652344 1712963805.2586
MEM 19383.707031 1712963805.3590
MEM 20778.144531 1712963805.4593
MEM 22005.503906 1712963805.5597
MEM 22206.457031 1712963805.6600
MEM 22206.382812 1712963805.7603
MEM 22203.488281 1712963805.8606
MEM 20827.367188 1712963805.9609
MEM 22440.285156 1712963806.0614
MEM 24273.332031 1712963806.1619
MEM 26113.339844 1712963806.2624
MEM 27946.128906 1712963806.3628
MEM 29780.980469 1712963806.4633
MEM 31620.730469 1712963806.5637
MEM 33456.097656 1712963806.6641
MEM 35288.886719 1712963806.7646
MEM 37041.753906 1712963806.8651
MEM 38378.511719 1712963806.9654
MEM 38728.621094 1712963807.0657
MEM 39078.988281 1712963807.1660
MEM 39429.097656 1712963807.2663
MEM 39752.136719 1712963807.3666
MEM 39977.464844 1712963807.4668
MEM 39330.460938 1712963807.5670
MEM 38003.011719 1712963807.6672
MEM 36727.628906 1712963807.7675
MEM 35645.324219 1712963807.8677
MEM 34546.171875 1712963807.9679
MEM 33225.867188 1712963808.0682
MEM 31902.375000 1712963808.1685
MEM 30542.089844 1712963808.2688
MEM 29229.765625 1712963808.3690
MEM 28082.441406 1712963808.4693
MEM 26747.757812 1712963808.5696
MEM 25514.734375 1712963808.6699
MEM 24998.113281 1712963808.7704
MEM 25320.300781 1712963808.8708
MEM 24712.421875 1712963808.9711
MEM 25288.855469 1712963809.0715
MEM 26625.679688 1712963809.1719
MEM 28615.218750 1712963809.2722
MEM 30609.398438 1712963809.3726
MEM 32591.058594 1712963809.4729
MEM 34474.683594 1712963809.5733
MEM 35392.546875 1712963809.6737
MEM 35700.496094 1712963809.7740
MEM 35939.046875 1712963809.8744
MEM 36020.277344 1712963809.9747
MEM 35696.265625 1712963810.0751
MEM 34821.019531 1712963810.1753
MEM 35409.113281 1712963810.2756
MEM 36153.988281 1712963810.3760
MEM 36166.738281 1712963810.4763
MEM 35631.425781 1712963810.5766
MEM 35254.273438 1712963810.6769
MEM 34833.476562 1712963810.7772
MEM 34342.769531 1712963810.8775
MEM 34031.566406 1712963810.9778
MEM 33467.683594 1712963811.0780
MEM 32931.812500 1712963811.1783
MEM 32650.640625 1712963811.2786
MEM 32122.644531 1712963811.3788
MEM 31625.355469 1712963811.4791
MEM 31266.558594 1712963811.5794
MEM 30739.636719 1712963811.6796
MEM 30226.214844 1712963811.7799
MEM 29902.843750 1712963811.8802
MEM 29605.132812 1712963811.9805
MEM 29158.046875 1712963812.0808
MEM 28765.082031 1712963812.1811
MEM 28169.597656 1712963812.2813
MEM 28166.042969 1712963812.3816
MEM 27881.707031 1712963812.4819
MEM 27878.792969 1712963812.5821
MEM 27288.398438 1712963812.6824
MEM 26988.691406 1712963812.7827
MEM 26395.824219 1712963812.8830
MEM 27122.101562 1712963812.9833
MEM 26327.250000 1712963813.0836
MEM 26617.191406 1712963813.1839
MEM 27402.753906 1712963813.2845
MEM 28937.734375 1712963813.3850
MEM 30622.007812 1712963813.4854
MEM 32288.769531 1712963813.5857
MEM 33953.679688 1712963813.6861
MEM 35615.058594 1712963813.7864
MEM 37206.316406 1712963813.8868
MEM 38734.433594 1712963813.9873
MEM 40265.117188 1712963814.0878
MEM 41791.855469 1712963814.1882
MEM 42599.468750 1712963814.2891
MEM 43859.269531 1712963814.3895
MEM 45058.121094 1712963814.4900
MEM 46203.285156 1712963814.5905
MEM 47009.960938 1712963814.6910
MEM 47363.679688 1712963814.7914
MEM 47693.421875 1712963814.8919
MEM 48023.164062 1712963814.9923
MEM 48257.515625 1712963815.0927
MEM 48395.445312 1712963815.1931
MEM 48489.546875 1712963815.2935
MEM 48571.015625 1712963815.3938
MEM 48632.890625 1712963815.4942
MEM 48259.070312 1712963815.5945
MEM 47463.933594 1712963815.6949
MEM 47606.761719 1712963815.7953
MEM 47749.589844 1712963815.8958
MEM 47892.675781 1712963815.9962
MEM 48030.089844 1712963816.0966
MEM 48164.152344 1712963816.1970
MEM 48306.464844 1712963816.2975
MEM 48456.253906 1712963816.3980
MEM 48607.074219 1712963816.4984
MEM 48638.257812 1712963816.5989
MEM 48764.703125 1712963816.6992
MEM 48889.484375 1712963816.7996
MEM 49013.750000 1712963816.8999
MEM 49137.500000 1712963817.0002
MEM 49021.828125 1712963817.1005
MEM 48425.031250 1712963817.2009
MEM 50083.539062 1712963817.3014
MEM 51895.445312 1712963817.4020
MEM 53706.320312 1712963817.5025
MEM 55518.742188 1712963817.6030
MEM 57335.289062 1712963817.7035
MEM 59143.843750 1712963817.8040
MEM 60945.179688 1712963817.9045
MEM 62746.257812 1712963818.0051
MEM 64524.390625 1712963818.1056
MEM 66186.250000 1712963818.2061
MEM 67571.476562 1712963818.3067
MEM 68448.039062 1712963818.4071
