CMDLINE python run_profiling.py
MEM 0.003906 1712966366.3726
MEM 30.984375 1712966366.4729
MEM 70.554688 1712966366.5731
MEM 85.371094 1712966366.6733
MEM 105.980469 1712966366.7735
MEM 213.332031 1712966366.8738
MEM 267.628906 1712966366.9741
MEM 290.281250 1712966367.0744
MEM 308.468750 1712966367.1747
MEM 360.445312 1712966367.2750
MEM 379.328125 1712966367.3753
MEM 386.843750 1712966367.4755
MEM 395.523438 1712966367.5758
MEM 408.453125 1712966367.6761
MEM 412.824219 1712966367.7763
MEM 421.976562 1712966367.8766
MEM 424.562500 1712966367.9769
MEM 431.312500 1712966368.0771
MEM 437.148438 1712966368.1774
MEM 439.183594 1712966368.2776
MEM 445.546875 1712966368.3779
MEM 454.363281 1712966368.4782
MEM 467.117188 1712966368.5784
MEM 470.617188 1712966368.6787
MEM 572.960938 1712966368.7792
MEM 1090.621094 1712966368.8796
MEM 1465.222656 1712966368.9801
MEM 1693.980469 1712966369.0806
MEM 2663.785156 1712966369.1810
MEM 3895.046875 1712966369.2814
MEM 5205.542969 1712966369.3818
MEM 6546.964844 1712966369.4822
MEM 7907.925781 1712966369.5826
MEM 9275.792969 1712966369.6830
MEM 10646.750000 1712966369.7834
MEM 12014.640625 1712966369.8838
MEM 13372.769531 1712966369.9842
MEM 14750.558594 1712966370.0846
MEM 16131.394531 1712966370.1849
MEM 17506.511719 1712966370.2853
MEM 18805.535156 1712966370.3857
MEM 20160.929688 1712966370.4861
MEM 21551.894531 1712966370.5865
MEM 22222.785156 1712966370.6869
MEM 22223.003906 1712966370.7873
MEM 22222.343750 1712966370.8875
MEM 21921.343750 1712966370.9878
MEM 21650.160156 1712966371.0884
MEM 23428.035156 1712966371.1889
MEM 25259.277344 1712966371.2894
MEM 27085.621094 1712966371.3899
MEM 28917.894531 1712966371.4905
MEM 30749.136719 1712966371.5911
MEM 32575.480469 1712966371.6916
MEM 34395.894531 1712966371.7920
MEM 36223.527344 1712966371.8925
MEM 37863.214844 1712966371.9930
MEM 38586.636719 1712966372.0934
MEM 38929.527344 1712966372.1938
MEM 39274.480469 1712966372.2942
MEM 39619.949219 1712966372.3946
MEM 39908.957031 1712966372.4950
MEM 39684.476562 1712966372.5954
MEM 38441.632812 1712966372.6957
MEM 37056.910156 1712966372.7959
MEM 35986.164062 1712966372.8962
MEM 34870.750000 1712966372.9965
MEM 33562.519531 1712966373.0968
MEM 32191.257812 1712966373.1970
MEM 30785.632812 1712966373.2973
MEM 29523.890625 1712966373.3977
MEM 28369.730469 1712966373.4980
MEM 27030.910156 1712966373.5983
MEM 25819.964844 1712966373.6986
MEM 24702.660156 1712966373.7990
MEM 25410.546875 1712966373.8995
MEM 25021.199219 1712966373.9999
MEM 24942.203125 1712966374.1004
MEM 26106.714844 1712966374.2009
MEM 28027.933594 1712966374.3014
MEM 30001.230469 1712966374.4017
MEM 31923.636719 1712966374.5021
MEM 33873.609375 1712966374.6025
MEM 35251.937500 1712966374.7029
MEM 35593.058594 1712966374.8033
MEM 35870.390625 1712966374.9037
MEM 36001.687500 1712966375.0041
MEM 35529.085938 1712966375.1044
MEM 34826.453125 1712966375.2047
MEM 35610.839844 1712966375.3051
MEM 35978.210938 1712966375.4054
MEM 35973.734375 1712966375.5058
MEM 35610.917969 1712966375.6061
MEM 35083.867188 1712966375.7064
MEM 34618.703125 1712966375.8067
MEM 34243.320312 1712966375.9070
MEM 33749.187500 1712966376.0073
MEM 33205.113281 1712966376.1076
MEM 32806.937500 1712966376.2079
MEM 32380.855469 1712966376.3082
MEM 31804.378906 1712966376.4085
MEM 31291.515625 1712966376.5088
MEM 30939.511719 1712966376.6091
MEM 30381.804688 1712966376.7094
MEM 29938.609375 1712966376.8097
MEM 29514.394531 1712966376.9101
MEM 28982.664062 1712966377.0104
MEM 28641.457031 1712966377.1106
MEM 28164.332031 1712966377.2109
MEM 27720.699219 1712966377.3112
MEM 27240.632812 1712966377.4115
MEM 26681.304688 1712966377.5118
MEM 26364.867188 1712966377.6121
MEM 27289.464844 1712966377.7125
MEM 26240.527344 1712966377.8128
MEM 26530.441406 1712966377.9130
MEM 27324.875000 1712966378.0134
MEM 28844.250000 1712966378.1139
MEM 30531.222656 1712966378.2143
MEM 32183.886719 1712966378.3147
MEM 33838.628906 1712966378.4151
MEM 35497.804688 1712966378.5155
MEM 37057.964844 1712966378.6159
MEM 38567.359375 1712966378.7163
MEM 40078.101562 1712966378.8167
MEM 41590.570312 1712966378.9171
MEM 43069.308594 1712966379.0177
MEM 44433.906250 1712966379.1181
MEM 45136.250000 1712966379.2186
MEM 46307.683594 1712966379.3189
MEM 46893.675781 1712966379.4193
MEM 47216.136719 1712966379.5197
MEM 47491.226562 1712966379.6202
MEM 47788.359375 1712966379.7207
MEM 48090.433594 1712966379.8211
MEM 48297.429688 1712966379.9214
MEM 48393.851562 1712966380.0219
MEM 48479.960938 1712966380.1222
MEM 48543.640625 1712966380.2225
MEM 48550.191406 1712966380.3230
MEM 47743.027344 1712966380.4234
MEM 47467.863281 1712966380.5237
MEM 47610.691406 1712966380.6241
MEM 47753.519531 1712966380.7244
MEM 47892.996094 1712966380.8247
MEM 48032.730469 1712966380.9249
MEM 48174.011719 1712966381.0253
MEM 48323.027344 1712966381.1256
MEM 48476.167969 1712966381.2259
MEM 48584.191406 1712966381.3263
MEM 48651.339844 1712966381.4268
MEM 48779.730469 1712966381.5271
MEM 48904.769531 1712966381.6274
MEM 49030.582031 1712966381.7278
MEM 49158.457031 1712966381.8282
MEM 48162.011719 1712966381.9284
MEM 49340.621094 1712966382.0290
MEM 51145.566406 1712966382.1295
MEM 52952.574219 1712966382.2300
MEM 54758.035156 1712966382.3305
MEM 56559.113281 1712966382.4310
MEM 58345.753906 1712966382.5315
MEM 60124.402344 1712966382.6319
MEM 61910.785156 1712966382.7324
MEM 63684.277344 1712966382.8329
MEM 65400.535156 1712966382.9334
MEM 66999.488281 1712966383.0339
MEM 68132.574219 1712966383.1344
MEM 68827.894531 1712966383.2348
MEM 69423.957031 1712966383.3352
MEM 69896.011719 1712966383.4356
MEM 70275.769531 1712966383.5360
MEM 70395.136719 1712966383.6363
