num_extra_windows_in_series,load_time,preprocess_time,query_time,cumulative_time,original_rows,original_patients,result_rows,result_patients: ,notes
0,7.614991161999994,13.228112301999994,22.63844484200002,43.48154830600001,150000000,11538,58275,11523,"{'polars_threads': 16, 'platform': 'Linux-5.15.0-91-generic-x86_64-with-glibc2.35', 'memory': svmem(total=404114382848, available=70363160576, percent=82.6, used=331256188928, free=69001883648, active=36604280832, inactive=295325220864, buffers=144330752, cached=3711979520, shared=27230208, slab=1046638592), 'cpu': 'x86_64', 'cpu_freq': scpufreq(current=1.4166666666666672, min=1200.0, max=3700.0), 'cores': 36}"
1,7.614991161999994,13.228112301999994,24.252610556000004,45.09571401999999,150000000,11538,58275,11523,"{'polars_threads': 16, 'platform': 'Linux-5.15.0-91-generic-x86_64-with-glibc2.35', 'memory': svmem(total=404114382848, available=71648911360, percent=82.3, used=329970450432, free=70287548416, active=36604358656, inactive=294062395392, buffers=144371712, cached=3712012288, shared=27230208, slab=1047130112), 'cpu': 'x86_64', 'cpu_freq': scpufreq(current=1.377222222222223, min=1200.0, max=3700.0), 'cores': 36}"
2,7.614991161999994,13.228112301999994,24.13863879899999,44.98174226299998,150000000,11538,58275,11523,"{'polars_threads': 16, 'platform': 'Linux-5.15.0-91-generic-x86_64-with-glibc2.35', 'memory': svmem(total=404114382848, available=71363149824, percent=82.3, used=330256199680, free=70001696768, active=36604424192, inactive=294316052480, buffers=144412672, cached=3712073728, shared=27230208, slab=1047326720), 'cpu': 'x86_64', 'cpu_freq': scpufreq(current=1.4314722222222231, min=1200.0, max=3700.0), 'cores': 36}"
4,7.614991161999994,13.228112301999994,26.088482921999994,46.93158638599998,150000000,11538,58275,11523,"{'polars_threads': 16, 'platform': 'Linux-5.15.0-91-generic-x86_64-with-glibc2.35', 'memory': svmem(total=404114382848, available=71989460992, percent=82.2, used=329629962240, free=70627962880, active=36604538880, inactive=293705699328, buffers=144457728, cached=3712000000, shared=27230208, slab=1046999040), 'cpu': 'x86_64', 'cpu_freq': scpufreq(current=1.3833055555555562, min=1200.0, max=3700.0), 'cores': 36}"
8,7.614991161999994,13.228112301999994,31.131359035000013,51.974462499,150000000,11538,58275,11523,"{'polars_threads': 16, 'platform': 'Linux-5.15.0-91-generic-x86_64-with-glibc2.35', 'memory': svmem(total=404114382848, available=71989305344, percent=82.2, used=329630150656, free=70627659776, active=36604690432, inactive=293758615552, buffers=144515072, cached=3712057344, shared=27230208, slab=1046999040), 'cpu': 'x86_64', 'cpu_freq': scpufreq(current=1.4203055555555564, min=1200.0, max=3700.0), 'cores': 36}"
16,7.614991161999994,13.228112301999994,38.218076712999995,59.06118017699998,150000000,11538,58275,11523,"{'polars_threads': 16, 'platform': 'Linux-5.15.0-91-generic-x86_64-with-glibc2.35', 'memory': svmem(total=404114382848, available=71944630272, percent=82.2, used=329674866688, free=70582857728, active=36604882944, inactive=293727141888, buffers=144588800, cached=3712069632, shared=27230208, slab=1046773760), 'cpu': 'x86_64', 'cpu_freq': scpufreq(current=1.3761388888888897, min=1200.0, max=3700.0), 'cores': 36}"
