CMDLINE python run_profiling.py
MEM 0.003906 1712965764.5945
MEM 31.136719 1712965764.6947
MEM 71.894531 1712965764.7950
MEM 86.523438 1712965764.8952
MEM 107.410156 1712965764.9954
MEM 228.734375 1712965765.0957
MEM 274.519531 1712965765.1960
MEM 293.859375 1712965765.2963
MEM 316.433594 1712965765.3966
MEM 369.070312 1712965765.4969
MEM 381.507812 1712965765.5972
MEM 390.820312 1712965765.6975
MEM 405.453125 1712965765.7978
MEM 411.523438 1712965765.8981
MEM 422.214844 1712965765.9983
MEM 425.085938 1712965766.0986
MEM 430.597656 1712965766.1989
MEM 437.640625 1712965766.2991
MEM 439.937500 1712965766.3994
MEM 446.296875 1712965766.4997
MEM 458.996094 1712965766.5999
MEM 470.722656 1712965766.7002
MEM 471.226562 1712965766.8005
MEM 894.347656 1712965766.9009
MEM 1305.175781 1712965767.0014
MEM 1503.480469 1712965767.1017
MEM 2220.140625 1712965767.2021
MEM 3450.593750 1712965767.3024
MEM 4717.343750 1712965767.4028
MEM 6013.042969 1712965767.5031
MEM 7339.066406 1712965767.6035
MEM 8672.445312 1712965767.7039
MEM 10004.339844 1712965767.8042
MEM 11334.472656 1712965767.9046
MEM 12631.964844 1712965768.0050
MEM 13934.820312 1712965768.1053
MEM 15272.273438 1712965768.2057
MEM 16620.789062 1712965768.3060
MEM 17987.523438 1712965768.4064
MEM 19338.890625 1712965768.5067
MEM 20666.546875 1712965768.6071
MEM 21934.148438 1712965768.7074
MEM 22241.539062 1712965768.8079
MEM 22241.328125 1712965768.9083
MEM 22239.371094 1712965769.0086
MEM 21288.582031 1712965769.1089
MEM 22021.871094 1712965769.2094
MEM 23745.347656 1712965769.3100
MEM 25478.105469 1712965769.4104
MEM 27208.027344 1712965769.5109
MEM 28936.402344 1712965769.6113
MEM 30666.839844 1712965769.7117
MEM 32396.761719 1712965769.8121
MEM 34129.003906 1712965769.9124
MEM 35854.105469 1712965770.0128
MEM 37455.406250 1712965770.1132
MEM 38647.136719 1712965770.2137
MEM 38990.800781 1712965770.3140
MEM 39331.687500 1712965770.4144
